,title,description,topic,,
5065,"90 ngày cứu sản phụ thiểu ối, nhau tiền đạo, viêm phổi hậu Covid-19 ","Bác sĩ bệnh viện đa khoa Tâm Anh cứu thành công mẹ con sản phụ bị thiểu ối, suy hô hấp, nhau tiền đạo, u xơ tử cung sau 90 ngày điều trị.",suc-khoe,,
5066,7 dấu hiệu cảnh báo nguy cơ ung thư buồng trứng ,Dấu hiệu ban đầu của ung thư buồng trứng khá giống với các triệu chứng của một số bệnh nên nhiều người thường chủ quan.,suc-khoe,,
5067,Chế độ ăn có lợi cho người bị đau cơ xơ hóa ,Đau cơ xơ hóa có thể khó kiểm soát nhưng một số thay đổi trong chế độ ăn uống sẽ giúp ích cho những người mắc chứng đau mạn tính này.,suc-khoe,,
5068,"7 vi chất dễ thiếu ở người lớn, trẻ em ","Canxi, sắt, iốt, vitamin B, A… là những vi chất phổ biến dễ thiếu ở nhiều người, có thể ảnh hưởng đến sức khỏe theo từng mức độ.",suc-khoe,,
5069,Những yếu tố làm tăng nguy cơ ung thư gan ,"Nguy cơ ung thư gan tăng lên với người béo phì, nghiện rượu bia, hút thuốc lá, mắc viêm gan virus mạn tính.",suc-khoe,,
5070,Bệnh viện được chủ động mua sắm biệt dược gốc ,"Ngày 20/9, Bộ Y tế cho biết trong lúc chưa có kết quả đàm phán giá, các cơ sở y tế được chủ động mua sắm 65 loại thuốc biệt dược gốc, đảm bảo điều trị cho người bệnh.",suc-khoe,,
5071,Thẩm mỹ viện bị tố làm đẹp 'chui' ,"TP HCMSở Y tế tiếp nhận phản ánh của người dân về Thẩm mỹ viện Pasteur tại quận 3, dù đang bị đình chỉ vẫn tiếp nhận khách hàng đến làm dịch vụ.",suc-khoe,,
5072,Gan nhiễm mỡ khiến men gan tăng gấp 13 lần ,"Quảng NinhNgười phụ nữ 39 tuổi mang thai tuần 37, nhập viện do mệt mỏi, hai chân phù, đi vệ sinh nhiều, khát nước, men gan tăng cao.",suc-khoe,,
5073,Bé trai sốc phản vệ sau tiêm kháng sinh ,"Phú ThọSau khi tiêm kháng sinh, bé trai 31 tháng tuổi mệt lả, tím tái toàn thân do sốc phản vệ, tình trạng nguy kịch.",suc-khoe,,
5074,Đại dịch đã thực sự kết thúc? ,"MỹCác chuyên gia cho biết tuyên bố ""đại dịch đã kết thúc"" của Tổng thống Joe Biden là quá sớm, khi nước này vẫn ghi nhận trung bình 60.000 ca nhiễm mỗi ngày.",suc-khoe,,
5075,Nguy kịch vì bị ong vò vẽ đốt ,"Quảng NinhCô gái 28 tuổi bị ong vò vẽ đốt 70 nốt khắp cơ thể, sốc phản vệ nặng, khó thở, tức ngực, môi chi tím tái.",suc-khoe,,
5076,Hà Nội tầm soát bệnh tan máu bẩm sinh trong cộng đồng ,"Hà Nội mở rộng tầm soát sàng lọc bệnh thalassemia cho thai phụ trước sinh và trẻ sơ sinh, học sinh THCS và THPT, nhằm phát hiện và điều trị sớm, giảm chi phí.",suc-khoe,,
5077,Người đầu bếp nhiễm liên cầu khuẩn lợn ,"Hà NộiChỉ hơn một ngày sốt cao, đau đầu, đau mỏi toàn thân, người đàn ông 60 tuổi đã rơi vào tình trạng kích động, khó tiếp xúc, cứng gáy.",suc-khoe,,
5078,'Đổ mồ hôi Anh' - căn bệnh chết người chưa có lời giải ,"Căn bệnh đổ mồ hôi Anh lây lan vào năm 1483, giết chết hàng nghìn người và biến mất không lý do sau vài chục năm hoành hành.",suc-khoe,,
5079,Nhiều người trẻ mắc bệnh tình dục ,"Hà NộiBệnh viện Da liễu Trung ương điều trị gần 3.100 ca các bệnh lây truyền qua đường tình dục trong nửa đầu năm, 30% bệnh nhân tuổi 15-24.",suc-khoe,,
5080,Dấu hiệu nhận biết bệnh chàm dương vật ,"Ngứa dai dẳng, da xuất hiện các vết mẩn đỏ, một số vùng da tối màu, bộ phận sinh dục sưng… là những dấu hiệu cảnh báo bệnh chàm dương vật ở nam giới.",suc-khoe,,
5081,Lưu ý khi quan hệ tình dục cho người từng đột quỵ ,"Tình dục không là yếu tố nguy cơ gây đột quỵ nhưng người từng gặp tình trạng này nên chọn thời gian quan hệ, lưu ý các dấu hiệu đau đầu, chóng mặt.",suc-khoe,,
5082,8 cách đơn giản phòng ngừa bệnh đái tháo đường ,"Tăng cường tập thể dục, ăn uống lành mạnh, khám sức khỏe định kỳ là cách dễ thực hiện để phòng bệnh đái tháo đường.",suc-khoe,,
5083,Tác dụng phụ khi bổ sung quá nhiều omega-3 ,"Tiêu chảy, hạ huyết áp, mất ngủ là những tác dụng phụ có thể gặp khi bổ sung quá nhiều omega-3.",suc-khoe,,
5084,Vì sao bàn tay trở nên yếu đi? ,"Bàn tay trở nên yếu đi là do nhiều yếu tố khác nhau như hội chứng ống cổ tay, viêm khớp, bệnh thần kinh ngoại biên và u nang hạch...",suc-khoe,,
5085,Các nguyên nhân gây đau tai khi nuốt ,"Nhiễm trùng tai, áp xe răng, có dị vật... đều có thể khiến bạn đau tai trong lúc nhai nuốt, tùy nguyên nhân mà điều trị phù hợp.",suc-khoe,,
5086,Loãng xương ở tuổi 30 ,"Loãng xương cũng có thể xảy ra ở người trẻ và nếu không được điều trị kịp thời có thể dẫn đến những biến chứng nặng nề như tàn phế, tử vong.",suc-khoe,,
5087,Niêm mạc tử cung dày bao nhiêu thì chuyển phôi dễ đậu thai? ,"Em 32 tuổi, hiếm muộn 3 năm, đi khám canh niêm mạc tử cung thì bác sĩ thông báo niêm mạc mỏng, chỉ đạt 6 mm.",suc-khoe,,
5088,Rủi ro khi cho trẻ ăn muối sớm ,"Trẻ ăn muối sớm hoặc ăn quá nhiều muối có nguy cơ mắc cao các bệnh như thận hư, huyết áp cao, béo phì, suy giảm miễn dịch…",suc-khoe,,
5089,Tưởng ung thư hóa bệnh da liễu ,"Người bệnh đến khám ung thư với nốt u tăng kích thước, chảy dịch… nhưng kết quả do bệnh da thường gặp như tăng sừng tiết bã, u nhú lành tính.",suc-khoe,,
5090,Dấu hiệu nhận biết lệch vách ngăn mũi ,"Khó thở, đau đầu, thường ngủ nghiêng về một bên hoặc chảy máu ở mũi là một trong những dấu hiệu nhận biết lệch vách ngăn mũi.",suc-khoe,,
5091,Tư vấn trực tuyến biện pháp phát hiện sớm để đẩy lùi ung thư,"""Phát hiện sớm để đẩy lùi ung thư"" là chủ đề các chuyên gia sẽ tư vấn trực tuyến trên VnExpress vào lúc 14h, ngày 21/9.",suc-khoe,,
5092,Cứu cụ ông 80 tuổi người Campuchia hẹp nặng 3 mạch máu nuôi tim ,Dù nguy cơ rủi ro cao nhưng bác sĩ Bệnh viện Tâm Anh vẫn đặt stent tái thông lòng mạch cứu cụ ông 80 tuổi đa bệnh lý.,suc-khoe,,
5093,Tư vấn trực tuyến biện pháp phát hiện sớm để đẩy lùi ung thư ,"""Phát hiện sớm để đẩy lùi ung thư” là chủ đề các chuyên gia sẽ tư vấn trực tuyến trên VnExpress vào lúc 14h, ngày 21/9.",suc-khoe,,
5094,Dấu hiệu nhận biết nhồi máu cơ tim ở nam và nữ,"Đàn ông và phụ nữ sẽ có những dấu hiệu cảnh báo tình trạng nhồi máu cơ tim riêng do sự khác biệt trong cấu tạo cơ thể, tâm lý.",suc-khoe,,
5095,Mãn kinh ở nữ và mãn dục nam giống nhau? ,Trả lời các câu hỏi trắc nghiệm bên dưới bạn sẽ có thêm hiểu biết về sự khác biệt giữa sức khoẻ nam và nữ.,suc-khoe,,
5096,Khỏi ung thư gan không cần phẫu thuật ,"Người đàn ông 49 tuổi phát hiện ung thư gan đường kính 1,5 cm, được điều trị bằng phương pháp đốt sóng cao tần, không còn khối u sau một năm theo dõi.",suc-khoe,,
5097,Vừa sốc điện vừa can thiệp tim cứu người từ cõi chết ,"TP HCMBệnh nhân nữ 59 tuổi lên cơn rung thất khi từ khoa cấp cứu chuyển đến phòng thông tim, được bác sĩ vừa sốc điện vừa can thiệp tim mạch cứu sống.",suc-khoe,,
5098,Suy buồng trứng tuổi đôi mươi ,"Hà NộiNgười phụ nữ 25 tuổi, đến Bệnh viện Phụ sản Trung ương khám do rối loạn kinh nguyệt, thường xuyên mệt mỏi, chậm có con.",suc-khoe,,
5099,Người có thói quen ăn đêm dễ bị trầm cảm ,"MỹNghiên cứu từ Bệnh viện Phụ nữ và Brigham cho thấy những người ăn đêm có tỷ lệ trầm cảm, lo lắng cao hơn 26% so với người chỉ ăn vào ban ngày.",suc-khoe,,
5100,Vô sinh do xuất tinh ngược dòng ,"Người đàn ông 38 tuổi đến Bệnh viện Đại học Y Hà Nội khám do không thể xuất tinh dù kết hôn đã ba năm nay, bác sĩ chẩn đoán bị xuất tinh ngược dòng.",suc-khoe,,
5101,Đậu mùa khỉ sắp đột biến kháng thuốc ,"Mỹ cảnh báo đậu mùa khỉ chỉ còn một đột biến nữa là có thể kháng được loại thuốc quan trọng, dùng để điều trị bệnh nhân nguy cơ cao.",suc-khoe,,
5102,"Hết vaccine Moderna, 116.000 trẻ gián đoạn tiêm mũi hai ","TP HCMCon trai chị Hiền, 7 tuổi, ngụ TP Thủ Đức, tiêm mũi một vaccine Covid của Moderna hồi tháng 7, lịch tiêm mũi hai vào tháng 8 song đến nay chưa có vaccine.",suc-khoe,,
5103,Covid-19 có thể liên quan tình trạng dậy thì sớm ,"Nghiên cứu từ Đại học Bonn, Đức, cho thấy số lượng trẻ em gái bắt đầu dậy thì sớm đã tăng gấp đôi trong bối cảnh đại dịch bùng phát.",suc-khoe,,
5104,Chửa trứng sau phá thai ,"Hà NộiSau khi phá thai một tháng, bệnh nhân nữ 30 tuổi bị chảy máu âm đạo do chửa trứng bán phần, nguy cơ mắc ung thư.",suc-khoe,,
5105,Xương cá đâm thủng thành ruột ,"TP HCMNgười đàn ông 39 tuổi, chụp CT Scan toàn thân tầm soát sức khỏe, bất ngờ phát hiện dị vật cản quang hình que đâm thủng thành ruột.",suc-khoe,,
5106,Đau tức bàng quang là bệnh gì? ,"Đau tức bàng quang là triệu chứng rất thường gặp của nhiều bệnh lý đường tiết niệu, dễ gây nhầm lẫn với cơn đau của các cơ quan khác vùng bụng dưới.",suc-khoe,,
5107,Nam giới và nữ giới có khả năng bị vô sinh như nhau? ,Tìm hiểu kiến ​​thức về vô sinh cũng như các vấn đề sức khỏe sinh sản qua bài trắc nghiệm dưới đây.,suc-khoe,,
5108,7 điều nên làm vào buổi sáng để tối ngủ ngon ,"Mở rèm, ra khỏi giường và thiền, ăn sáng đầy đủ, thức dậy cùng một thời điểm... là những thói quen nên thiết lập vào buổi sáng để ngủ ngon mỗi đêm.",suc-khoe,,
5109,Mối liên hệ giữa chất điện giải với bệnh thận ,"Nếu chất điện giải điều chỉnh lượng nước ở trong và ngoài tế bào thay đổi, chức năng thận của một người sẽ bị ảnh hưởng.",suc-khoe,,
5110,Cẩn trọng tăng đường huyết vào ban đêm ,"Ăn nhiều tinh bột, đường trước khi ngủ; căng thẳng hay dùng quá ít insulin dễ làm tăng đường huyết ban đêm, có thể dẫn đến biến chứng nguy hiểm.",suc-khoe,,
5111,Khi nào ung thư phổi di căn tới xương? ,"Di căn xương ở bệnh ung thư phổi thường xảy ra vào giai đoạn 4, khi đó người bệnh thường có biểu hiện đau xương, cơ bắp, chân ngày một yếu đi...",suc-khoe,,
5112,Những yếu tố làm tăng nguy cơ nhiễm trùng tai ,"Dị ứng, nước vào tai, thay đổi thời tiết, thay đổi độ cao… làm tăng nguy cơ viêm tai giữa ở người lớn lẫn trẻ em.",suc-khoe,,
5113,Có nên làm trắng răng khi mang thai? ,"Mẹ bầu làm trắng răng trong thai kỳ có thể gây ảnh hưởng tới sức khỏe em bé, bị ê, buốt răng, viêm nướu, viêm nha chu.",suc-khoe,,
5114,Phát hiện tim bẩm sinh từ bào thai giúp trẻ chào đời an toàn ,"Nhiều bé mắc dị tật tim bẩm sinh được phát hiện từ tuần 18-20 thai kỳ, chào đời khỏe mạnh tại BVĐK Tâm Anh.",suc-khoe,,
5115,Điều trị tràn dịch khớp vai như thế nào? ,"Tràn dịch khớp vai có thể được chữa khỏi, tuy nhiên, nếu chủ quan không điều trị kịp thời sẽ ảnh hưởng đến khả năng vận động của vùng vai.",suc-khoe,,
5116,Những thực phẩm lành mạnh có thể gây hại sức khỏe nếu ăn nhiều ,"Dung nạp quá lượng omega-3 có thể gây loãng máu, tiêu thụ nhiều quế tăng nguy cơ nhiễm độc gan bởi lượng coumarin trong thực phẩm.",suc-khoe,,
5117,Các yếu tố nguy cơ gây ung thư túi mật ,"Người có tiền sử sỏi mật, polyp túi mật, tuổi cao, thừa cân… có nguy cơ cao mắc ung thư túi mật.",suc-khoe,,
5118,Tầm soát ung thư gan để điều trị sớm ,Người có tiền sử gia đình ung thư gan, viêm gan B và C, gan nhiễm mỡ không do rượu… cần tầm soát ung thư gan sớm để điều trị phù hợp.,suc-khoe
5119,Nguyên nhân khiến tập thể dục buổi sáng mệt hơn buổi chiều ,"Một vài nguyên nhân về thể trạng, sở thích… của từng người có thể là lý do gây mệt mỏi khi tập thể dục vào buổi sáng nhiều hơn buổi chiều.",suc-khoe,,
5120,Suýt mất chân vì tắc động mạch chủ bụng ,"Anh Huỳnh Tấn Lộc thường xuyên đau chân khi đi bộ, khám cơ xương khớp phát hiện tắc hoàn toàn động mạch chủ bụng, nguy cơ hoại tử, phải cắt bỏ chân.",suc-khoe,,
5121,Gia đình bệnh nhân tặng máy tiền tỷ cứu người bỏng nặng ,"TP HCMThời gian bố trị bỏng tại Bệnh viện Chợ Rẫy, ông Ngô Quang Trường, chủ công ty thủy sản biết bác sĩ thiếu hệ thống kính vi phẫu giá gần ba tỷ đồng nên đặt vấn đề giúp đỡ.",suc-khoe,,
5122,"Hoại tử, mất chân vì biến chứng đái tháo đường ","TP HCMNữ bệnh nhân 58 tuổi, vô tình đạp trúng đinh vào chân trái, tự điều trị tại nhà một tháng không khỏi, chân hoại tử phải nhập viện.",suc-khoe,,
5123,"Ngâm xương, tái ghép cứu chân chàng trai ung thư ","TP HCMChàng trai 22 tuổi bị ung thư xương đùi phải, được bác sĩ cắt xương ngâm trong dung dịch nitrogen bảo quản lạnh và hóa trị nhiều đợt để thoát nguy cơ đoạn chi.",suc-khoe,,
5124,Tại sao thiếu vaccine tiêm chủng mở rộng? ,"Bộ Y tế nói thiếu vaccine tiêm chủng mở rộng là do chờ các nhà sản xuất xây dựng phương án giá để thẩm định sau đó trình Bộ Tài chính, được chấp thuận mới có thể mua bán.",suc-khoe,,
5125,Nặn mụn đúng cách tránh sẹo rỗ hoa ,"Nặn mụn không đảm bảo vô khuẩn sẽ khiến tình trạng nặng hơn, mụn bị tái phát nhiều lần và nguy cơ tạo sẹo khiến da mặt rỗ hoa.",suc-khoe,,
5126,Vì sao 'cậu nhỏ' thường cương cứng vào buổi sáng? ,"Sự cương cứng vào buổi sáng là hiện tượng sinh lý phổ biến và hoàn toàn bình thường ở nam giới, có thể xảy ra do nhiều nguyên nhân.",suc-khoe,,
5127,8 mẹo giúp dễ ngủ khi bị nghẹt mũi ,"Gối cao đầu, uống mật ong, tắm nước nóng… giúp bạn giảm cảm giác khó chịu, dễ đi vào giấc ngủ hơn.",suc-khoe,,
5128,Dấu hiệu ít ngờ tới của bệnh tim ,"Hói đầu, vấn đề tình dục, chảy máu răng hoặc màu xanh tím ở móng chân cũng là một trong những dấu hiệu nhận biết bệnh tim mạch.",suc-khoe,,
5129,Trắc nghiệm tìm hiểu những bệnh về gan dễ mắc phải ,"Trắc nghiệm dưới đây giúp bạn nhận biết các triệu chứng của bệnh về gan như viêm gan, xơ gan... và cách phòng tránh.",suc-khoe,,
5130,Bài tập thể dục cho người tiểu đường type 1 ,"Đi bộ nhanh, đạp xe, bơi lội, chạy bộ, tập tạ, yoga… là những bài tập giúp người mắc tiểu đường type 1 kiểm soát cân nặng, hạ huyết áp.",suc-khoe,,
5131,"Cách giúp trẻ giảm nôn mửa, tiêu chảy ","Bổ sung chất lỏng, chế độ ăn BRAT, sữa chua, các loại thực phẩm lên men để giúp trẻ giảm nôn mửa, tiêu chảy.",suc-khoe,,
5132,Các loại đột quỵ thường xuất hiện ở người trẻ ,"Đột quỵ do thiếu máu cục bộ, đột quỵ xuất huyết trong não… có thể xảy ra ở người trẻ do cục máu đông gây tắc nghẽn hoặc mạch máu não vỡ đột ngột.",suc-khoe,,
5133,Vì sao nên ăn khoai lang? ,"Khoai lang tốt cho đường ruột, thị lực, góp phần tăng cường hệ miễn dịch, giảm tổn thương oxy hóa, nâng cao sức khỏe tổng thể.",suc-khoe,,
5134,Ai dễ mắc hen suyễn? ,"Kiến thức về bệnh hen suyễn, cách phòng bệnh được giải đáp qua các câu trả lời trắc nghiệm bên dưới, theo WebMD.",suc-khoe,,
5135,8 cách đơn giản giúp bảo vệ thận ,"Thường xuyên tập thể dục, kiểm soát lượng đường trong máu, theo dõi huyết áp, ăn uống lành mạnh… là những biện pháp đơn giản bảo vệ thận.",suc-khoe,,
5136,Nguyên nhân gây buồn nôn ở người tiểu đường ,"Đường huyết cao hoặc thấp, biến chứng viêm tụy, dạ dày có thể gây buồn nôn và nôn ở người bệnh tiểu đường.",suc-khoe,,
5137,Logo Bộ Y tế bị biến thành 'rắn ngậm phong bì' ,"Logo Bộ Y tế trên phông nền Lễ khai mạc kỳ thi nâng ngạch công chức, thăng hạng chức danh nghề nghiệp viên chức năm 2022, có hình ảnh con rắn ngậm phong bì - khác với biểu tượng ngành y.",suc-khoe,,
5138,WHO hỗ trợ TP HCM quản lý bệnh không lây nhiễm ,"Đại diện Văn phòng WHO tại Việt Nam cho rằng chăm sóc và quản lý bệnh không lây nhiễm cần dựa vào y tế cộng đồng, không nhất thiết đưa bác sĩ tim mạch và nội tiết bệnh viện về cơ sở.",suc-khoe,,
5139,Thai phụ cao huyết áp tiền sản giật ,"Hà NộiNgười phụ nữ 23 tuổi mang thai tuần 33, bị co giật, người nhà đưa đến bệnh viện cấp cứu trong tình trạng hôn mê.",suc-khoe,,
5140,5 virus có thể gây đại dịch trong tương lai ,"Các loại virus họ corona, flaviviridae, paramyxoviridae, alphavirus và virus cúm có thể là nguồn cơn của các đại dịch trong tương lai.",suc-khoe,,
5141,Cứu thiếu niên vỡ gan nguy kịch ,"Quảng NinhThiếu niên 17 tuổi bị tai nạn, được đưa vào viện cấp cứu trong tình trạng bất tỉnh, đa chấn thương, vỡ gan.",suc-khoe,,
5142,Khủng hoảng tâm lý tuổi trung niên ,"Các chuyên gia cho biết khủng hoảng tâm lý tuổi trung niên dễ dẫn đến tăng huyết áp, trầm cảm, lạm dụng rượu bia và suy yếu sức khỏe tâm thần.",suc-khoe,,
5143,"5 loại ung thư gây đau đớn, mệt mỏi nhiều ","Ung thư xương, đầu và cổ, tuyến tụy, dạ dày, thực quản… đè lên các dây thần kinh, gây áp lực lên các mô khiến người bệnh thường mệt mỏi, đau đớn.",suc-khoe,,
5144,Chu vi vòng đầu có liên quan đến trí thông minh của trẻ? ,Trắc nghiệm sẽ lý giải thắc mắc chỉ số vòng đầu có thực sự liên quan đến sự phát triển não bộ của trẻ.,suc-khoe,,
5145,"Chân sưng, phù nề là biểu hiện bệnh gì? ","Bàn chân, mắt cá chân hoặc cẳng chân bị sưng thường do sự tích tụ chất lỏng hoặc là phản ứng của cơ thể đối với chấn thương, nhiễm trùng.",suc-khoe,,
5146,Vì sao người bệnh đái tháo đường dễ bị suy thận? ,"Người bệnh đái tháo đường có nguy cơ mắc hội chứng bệnh thận đái tháo đường, gây nên các biến chứng ở cầu thận, mạch máu thận, nhiễm trùng ở thận…",suc-khoe,,
5147,4 nguyên nhân gây tắc tai ,"Áp suất môi trường thay đổi, tổn thương vùng ống thính giác, ráy tai nhiều… gây tắc cho tai, có thể tự hết hoặc cần điều trị.",suc-khoe,,
5148,Sữa mẹ loãng là do thiếu chất? ,Sữa mẹ đặc hay loãng không phải là dấu hiệu cho thấy đủ hay thiếu dưỡng chất như nhiều người lầm tưởng.,suc-khoe,,
5149,Sữa chua probiotics giúp giảm nồng độ kim loại nặng trong máu ,"Việc sử dụng sữa chua chứa probiotics có thể giảm nồng độ kim loại nặng trong máu hiệu quả, theo báo cáo đăng trên Tạp chí khoa học trực tuyến NPJ Biofilms and Microbiomes mới đây.",suc-khoe,,
5150,Tiêm axit hyaluronic điều trị thoái hóa khớp gối ,"Tiêm H.A (axit hyaluronic) là phương pháp điều trị thoái hóa khớp gối mang lại hiệu quả cao, giảm đau, tăng cường khả năng vận động và bảo vệ sụn khớp.",suc-khoe,,
5151,"Ăn tôm, cua có gây hen suyễn? ","Người bị hen suyễn không nên ăn tôm cua, hải sản đông lạnh vì dễ khởi phát cơn hen, giảm tác dụng thuốc điều trị. Điều này đúng không? (Hùng, 42 tuổi).",suc-khoe,,
5152,Giảm tái hẹp mạch vành nhờ kỹ thuật đặt stent mới ,"Chụp mạch vành 360 độ, siêu âm lòng mạch, chụp cắt lớp quang học giúp bác sĩ xác định chính xác độ hẹp mạch vành, lựa chọn stent cỡ lớn, giảm tỷ lệ tái hẹp dưới 2%.",suc-khoe,,
5153,Những trường hợp được gây tê ngoài màng cứng khi sinh con ,"70% phụ nữ sinh con chọn đẻ không đau bằng gây tê ngoài màng cứng, nhiều người không đủ điều kiện gây tê do mắc bệnh tim mạch, nhiễm trùng, dị ứng thuốc tê.",suc-khoe,,
5154,Những thói quen có thể tăng nguy cơ ung thư gan ,"Uống rượu quá mức, thường xuyên ăn đêm, bỏ bữa sáng, uống ít nước… là những thói quen có thể làm tăng nguy cơ ung thư gan.",suc-khoe,,
5155,"Hết thuốc tê, nguy cơ đóng cửa bệnh viện đầu ngành ","Hà NộiChiều 16/9, bác sĩ Phạm Thanh Hà, Phó giám đốc Viện Răng Hàm Mặt Trung ương, nói cơ sở này sẽ hết thuốc tê trong 2 tuần tới, ""nguy cơ đóng cửa rất cao"".",suc-khoe,,
5156,'Tỷ lệ tử vong do nhiễm Adenovirus không bất thường' ,"Đại diện Viện Nhi Trung ương cho biết 6 trẻ tử vong do nhiễm Adenovirus đều mang bệnh nền, hoặc đồng nhiễm virus khác và tỷ lệ này không bất thường.",suc-khoe,,
5157,5 người chết mỗi phút do không được chăm sóc y tế an toàn ,"Chiều 16/9, Bộ Y tế cho biết mỗi phút lại có 5 người trên thế giới tử vong do không được chăm sóc y tế an toàn, trong đó 50% trường hợp là phòng tránh được.",suc-khoe,,
5158,Cụ ông 107 tuổi mắc ung thư da ,"Hà NộiBệnh viện K vừa tiếp nhận bệnh nhân cao tuổi nhất là cụ ông 107 tuổi, mắc ung thư da, tiên lượng khó điều trị.",suc-khoe,,
5159,WHO khuyến cáo không nên sử dụng hai liệu pháp chữa Covid ,WHO khuyến nghị không sử dụng hai liệu pháp kháng thể trên bệnh nhân Covid do phương pháp này kém hiệu quả với biến chủng mới.,suc-khoe,,
5160,Nguy cơ kháng thuốc khi chớm viêm họng đã uống kháng sinh ,"Các chuyên gia lo ngại lạm dụng kháng sinh trong điều trị viêm họng làm gia tăng tình trạng kháng thuốc, khi ấy bệnh không còn thuốc chữa.",suc-khoe,,
5161,Trẻ nhập viện tăng đột biến do nhiễm Adenovirus ,"Hà Nội Số ca nhiễm virus Adeno nhập Bệnh viện Nhi Trung ương tăng hơn 44% so cùng kỳ năm ngoái, bệnh chưa có vaccine phòng ngừa, chỉ điều trị theo triệu chứng.",suc-khoe,,
5162,5 cách chữa rối loạn cương dương hiệu quả ,Xây dựng chế độ ăn uống và tập luyện khoa học bên cạnh sử dụng thuốc có thể giúp nam giới cải thiện chứng rối loạn cương dương.,suc-khoe,,
5163,6 nguyên nhân gây đau thận phải ,"Nhiễm trùng đường tiết niệu, sỏi thận, chấn thương thận, huyết khối tĩnh mạch thận… có thể là những nguyên nhân gây đau thận phải.",suc-khoe,,
5164,5 cách khắc phục hơi thở có mùi do đeo khẩu trang ,"Vệ sinh răng miệng đúng cách, uống đủ nước, ăn uống thực phẩm tốt cho sức khỏe... có thể khắc phục hôi miệng do đeo khẩu trang thường xuyên.",suc-khoe,,
5165,Những lầm tưởng về ung thư ,Trắc nghiệm dưới đây giải thích những quan điểm chưa đúng để mọi người hiểu rõ hơn về căn bệnh này và cách phòng tránh.,suc-khoe,,
5166,Que tránh thai lạc sâu trong cơ bắp tay ,"Sau 2 tháng sử dụng que cấy tránh thai, chị Ngân bị rong kinh nên đến bệnh viện kiểm tra phát hiện que đi sâu vào trong cơ bắp tay cần phẫu thuật ngay.",suc-khoe,,
5167,Đi bộ 4.000 bước mỗi ngày có thể giảm nguy cơ sa sút trí tuệ ,"Người thường xuyên đi bộ kết hợp đếm bước chân từ 3.800-9.800 bước mỗi ngày có thể giảm nguy cơ sa sút trí tuệ, hạ huyết áp, tránh căng thẳng.",suc-khoe,,
5168,4 dấu hiệu cảnh báo gãy xương ,"Gãy xương thường khó xác định nếu không chụp X-quang, nhưng có những dấu hiệu có thể giúp nhận biết tình trạng này.",suc-khoe,,
5169,Chích xơ tĩnh mạch giải quyết 'mạng nhện' trên da ,"Những đám tĩnh mạch ""mạng nhện"" ngoằn ngoèo trên da được điều trị biến mất sau một liệu trình chích xơ tĩnh mạch chưa đầy 30 phút.",suc-khoe,,
5170,Mẹo giảm mỡ bụng trong 7 ngày ,"Hạn chế muối, rượu bia, giảm căng thẳng kết hợp luyện tập góp phần giảm mỡ vòng eo.",suc-khoe,,
5171,4 thói quen ăn uống có thể gây mất cân bằng hormone ,"Ăn quá nhiều thực phẩm, nhiều đường, dùng soda ăn kiêng, uống rượu… có thể khiến hormone nội tiết xáo trộn, dẫn đến các vấn đề tuyến giáp, sinh sản.",suc-khoe,,
5172,"Hết vaccine miễn phí, trẻ tiêm vaccine dịch vụ được không? ","Con tôi đến lịch tiêm vaccine sởi, ho gà - bạch hầu - uốn ván (DPT) ở trạm y tế nhưng hết vaccine.",suc-khoe,,
5173,Lao xương khớp nguy hiểm nhưng khó phát hiện ,"Lao xương khớp là bệnh phát triển âm thầm, nếu không được phát hiện và điều trị kịp thời, có thể dẫn đến nhiều biến chứng nguy hiểm như liệt, tử vong.",suc-khoe,,
5174,Thói quen hóp bụng có thể ảnh hưởng hệ hô hấp ,"Theo các chuyên gia y tế, hóp bụng có thể dẫn đến vấn đề về hô hấp, đau lưng, những mối lo ngại khác.",suc-khoe,,
5175,Loại bỏ khối u dạ dày giai đoạn sớm ,Bà Hoa (76 tuổi) phát hiện mắc ung thư dạ dày ở giai đoạn sớm nhờ thói quen khám sức khỏe định kỳ và được xử lý trong 60 phút.,suc-khoe,,
5176,Gàu bám dày trên da đầu người bệnh đái tháo đường ,"TP HCMÔng Dương (60 tuổi) xuất hiện các mảng gàu dày như lớp vôi sau khi nhuộm tóc ăn cưới, do có tiền sử đái tháo đường nên mất cảm giác ngứa.",suc-khoe,,
5177,Mối liên hệ giữa giấc ngủ và ung thư phổi ,"Các triệu chứng của ung thư phổi có thể khiến người bệnh trằn trọc, mất ngủ, mắc chứng ngưng thở khi ngủ.",suc-khoe,,
5178,Thêm viện điều trị ung thư hiện đại tại TP HCM ,"Ngày 15/9, Viện Ung bướu và Y học hạt nhân trực thuộc Bệnh viện Quân y 175, bắt đầu vận hành với nhiều kỹ thuật cao điều trị ung thư và là ""bệnh viện công viên"" đầu tiên tại TP HCM.",suc-khoe,,
5179,Anh cảnh báo biến chủng lạ của nCoV lây lan ,"BA.4.6, biến chủng phụ của Omicron từng lưu hành ở Mỹ, hiện được xác nhận lây lan rộng hơn tại Anh.",suc-khoe,,
5180,Người đầu tiên thế giới ghép tim từ mô sống ,"MỹOwen Monroe, bé trai 4 tháng tuổi sống tại Bắc Carolina trở thành người đầu tiên trên thế giới được ghép tim từ mô sống.",suc-khoe,,
